,Lat,Long_,Deaths,Case_Fatality_Ratio,Temperature
1089,31.76095874,-83.22145359,123.0,2.505601956,11.15
1090,31.27590016,-83.2252992,95.0,1.653036367,11.64
1091,32.80904227,-83.70489165,,1.852648744,8.77
1092,32.43829035,-83.33035166,109.0,2.852656373,9.17
1093,31.19576557,-81.97743999,114.0,2.460077687,16.11
1094,30.83922642,-83.58303423,95.0,2.399595858,12.78
1095,32.00979311,-81.44002948,109.0,1.005256848,10.97
1096,32.39577406,-81.74811421,,1.596442214,8.02
1097,33.05917989,-81.99928721,123.0,1.996753247,8.51
1098,33.2830945,-83.9543504,177.0,2.349661489,8.66
1099,31.53169785,-84.62725131,25.0,1.628664495,9.91
1100,30.92951916,-81.66601818,137.0,1.020940458,12.75
1101,32.40209349,-82.07702563,107.0,4.249404289,8.99
1102,33.58138199,-85.07976677,,1.784875528,9.11
1103,34.89872298,-85.13757014,198.0,1.182654402,7.49
1104,30.78371028,-82.13951596,65.0,1.897256276,17.12
1105,32.00043026,-81.12489526,,1.302228142,12.03
1106,32.34341231,-84.78809239,23.0,0.2952124246,9.8
1107,34.47197698,-85.34535662,146.0,1.951349906,8.51
1108,34.24393976,-84.47431861,,0.9234952816,8.81
1109,33.95436462,-83.37124007,,0.7342738205,8.88
1110,31.62221166,-84.97713865,7.0,1.162790698,9.85
1111,33.54187245,-84.35594188,,1.40188756,9.29
1112,30.91395822,-82.70432472,45.0,1.861812164,13.05
1113,33.94243204,-84.5761255,,0.9599184494,8.9
1114,31.54892966,-82.8549206,,2.60533104,13.79
1115,31.18810588,-83.7677946,,2.136119124,9.92
1116,33.54534185,-82.263524,,1.011007701,8.9
1117,31.16068491,-83.42947229,81.0,1.444880485,11.66
1118,33.35334302,-84.76129976,,1.295311024,9.55
1119,32.71391813,-83.98061238,64.0,2.949308756,8.17
1120,31.92289565,-83.76811843,144.0,2.622473138,10.97
1121,34.8549167,-85.50490424,40.0,1.033324722,7.16
1122,34.44244079,-84.16964071,107.0,1.310792601,7.29
1123,33.76944049,-84.22396017,,1.025400013,9.12
1124,30.87967778,-84.57619536,141.0,1.689837009,13.03
1125,32.17265114,-83.16948926,168.0,2.868362643,8.97
1126,32.15630737,-83.79746561,75.0,2.699784017,10.88
1127,31.53328528,-84.21722377,,2.355241901,11.01
1128,33.70291126,-84.77026156,,1.068698688,8.94
1129,31.32155345,-84.90255207,65.0,2.107652399,9.98
1130,30.71101099,-82.89687287,12.0,1.150527325,14.5
1131,32.36616021,-81.34280942,,1.318502781,10.63
1132,34.11302332,-82.83936148,119.0,2.290223249,9.04
1133,32.59221302,-82.30239915,165.0,2.45389649,8.1
1134,32.15328841,-81.8870105,70.0,2.506265664,8.89
1135,34.86430205,-84.316964,180.0,3.170688744,7.69
1136,33.41357794,-84.49089434,,1.293778041,9.32
1137,34.26268279,-85.21577392,,1.778794232,8.35
1138,34.22604035,-84.1231513,,0.6922265858,8.8
1139,34.37525597,-83.23159927,114.0,1.888042398,9.44
1140,33.79216944,-84.46319413,,0.9634995429,9.05
1141,34.69316688,-84.45802506,193.0,2.388318277,7.12
1142,33.22879932,-82.61297636,30.0,4.26742532,8.99
1143,31.23279254,-81.53811412,,1.628542548,13.4
1144,34.50487351,-84.87296253,,1.539412037,8.41
1145,30.87454847,-84.23418364,112.0,1.663201663,11.12
1146,33.5769205,-83.17139104,90.0,1.925545571,8.54
1147,33.96044201,-84.02137802,,0.820470032,8.96
1148,34.63331566,-83.53094677,,2.502864193,7.93
1149,34.32207823,-83.81896936,,1.464431791,8.66
1150,33.2721566,-82.99766919,91.0,4.784437434,8.46
1151,33.79602175,-85.21005667,184.0,2.985074627,9.71
1152,32.73709786,-84.90538572,122.0,1.754385965,9.4
1153,34.34626973,-82.96567682,111.0,2.019650655,9.48
1154,33.29686567,-85.12886832,61.0,2.426412092,9.5
1155,33.4533428,-84.1481466,,1.056980057,8.97
1156,32.45802497,-83.66879087,,1.106139697,9.59
1157,31.60213036,-83.27501387,55.0,2.56171402,10.99
1158,34.13794553,-83.56814788,,1.277522182,9.14
1159,33.31535543,-83.68844964,80.0,2.18579235,8.35
1160,31.80405727,-82.6372487,76.0,1.765799257,10.99
1161,33.05867328,-82.41609057,118.0,2.827024437,8.55
1162,32.79248718,-81.96040187,68.0,3.958090803,9.76
1163,32.70211082,-82.66166794,84.0,3.271028037,7.99
1164,33.02512137,-83.56019163,126.0,2.124430956,8.64
1165,33.07841647,-84.14263877,129.0,2.268331282,8.78
1166,31.0382857,-83.06472457,30.0,1.133358519,12.01
1167,32.46325233,-82.92221316,,2.018245439,9.21
1168,31.7793306,-84.14324253,112.0,1.31826742,10.92
1169,31.82588896,-81.49251135,163.0,1.060921635,10.76
1170,33.79201475,-82.45024131,38.0,2.095973525,8.93
1171,31.75218791,-81.74952375,36.0,1.054790507,11.13
1172,30.83568832,-83.27056716,,1.190608041,12.81
1173,34.57286511,-84.00425681,137.0,1.572543618,7.83
1174,32.35207048,-84.04234127,53.0,1.993980436,10.47
1175,34.12920917,-83.21218732,122.0,1.552953157,9.12
1176,32.3483402,-84.52733571,55.0,3.002183406,9.81
1177,33.47851918,-82.48252774,110.0,1.816680429,8.77
1178,31.49683595,-81.40163426,39.0,1.395848246,12.15
1179,33.04163534,-84.68859732,157.0,2.903643425,9.12
1180,31.16568912,-84.73151117,30.0,1.518218623,13.02
1181,31.22483255,-84.19381821,125.0,2.036825811,13.71
1182,33.014289,-83.92097166,184.0,2.666666667,9.22
1183,32.17201038,-82.53527476,56.0,2.45398773,10.05
1184,33.59232073,-83.49129491,71.0,1.312384473,9.11
1185,34.78897608,-84.74993177,,1.529651119,7.86
1186,32.50931999,-84.87142262,,2.026376481,9.59
1187,33.55514538,-83.8454714,,1.645925331,8.72
1188,33.83749973,-83.43679568,115.0,1.11509745,8.55
1189,33.8786296,-83.08278123,63.0,1.70178282,8.43
1191,33.91969522,-84.86848792,,1.027810041,9.25
1192,32.56934316,-83.82937,148.0,1.91560963,8.93
1193,34.46589159,-84.46406611,187.0,1.889079705,7.03
1194,31.35928155,-82.21598442,143.0,2.265525982,11.6
1195,33.09310242,-84.38790389,106.0,1.678808996,9.51
1196,34.00267074,-85.18677781,,1.565384331,9.46
1197,32.23334561,-83.4754996,84.0,3.213465953,11.05
1198,33.32056115,-83.37552891,112.0,2.169701666,9.04
1199,31.86728114,-85.01773177,5.0,0.9433962264,10.38
1200,34.88389445,-83.40304637,104.0,2.570439941,8.03
1201,31.76622818,-84.75732369,49.0,2.792022792,10.47
1202,33.35777107,-82.07026432,,1.613039297,9.12
1203,33.65145002,-84.02202167,,1.484761657,8.77
1204,32.2654021,-84.31258912,11.0,0.7965242578,11.06
1205,32.74976524,-81.60779441,75.0,2.418574653,9.09
1206,30.93464824,-84.86823924,36.0,1.481481481,13.08
1207,33.26310031,-84.28013991,,2.341349719,9.24
1208,34.55151201,-83.29405315,179.0,2.507353971,9.03
1209,32.07996777,-84.83208037,36.0,1.150159744,9.8
1210,32.03650571,-84.19821492,183.0,2.155223177,11.12
1211,32.69642758,-84.53351366,34.0,2.518518519,9.26
1212,33.56543317,-82.88136816,4.0,1.204819277,8.43
1213,32.04785085,-82.05539188,144.0,2.538339503,8.83
1214,32.55792548,-84.25077141,51.0,2.15918713,9.03
1215,31.92829517,-82.93491155,88.0,2.552204176,10.98
1216,31.77527543,-84.44069698,71.0,2.894415002,10.9
1217,30.86392347,-83.91847289,,1.736678047,11.04
1218,31.45743864,-83.5236119,,1.755685606,10.0
1219,32.12059861,-82.32957247,,2.716425489,10.16
1220,34.91369188,-83.7410746,124.0,4.147157191,6.78
1221,32.40422134,-82.56904553,69.0,3.737811484,8.03
1222,33.03349196,-85.02812115,,2.260471703,9.84
1223,31.71612656,-83.62069378,65.0,2.106286455,10.1
1224,32.67435595,-83.43078662,73.0,4.046563193,8.95
1226,34.82995757,-83.98967069,177.0,2.951475738,6.92
1227,32.87920671,-84.30024826,,2.715996578,9.03
1228,34.73376362,-85.30165174,,1.440833844,7.9
1229,33.78017694,-83.73552314,,1.821493625,9.03
1230,31.05449097,-82.42224148,,2.668213457,13.0
1231,33.41146451,-82.67795848,36.0,2.827965436,8.89
1232,32.96711864,-82.79357039,141.0,2.802623733,8.78
1233,31.5521809,-81.91894878,,2.524560201,11.04
1234,32.04066113,-84.54742852,10.0,1.872659176,10.24
1235,32.12009104,-82.72574721,39.0,2.508038585,11.1
1236,34.64624278,-83.74905525,178.0,2.18700086,8.05
1237,34.80987459,-84.96093476,,1.253763887,7.85
1238,31.97496928,-83.43438555,72.0,3.056027165,9.88
1239,33.78290391,-82.74286107,55.0,2.117013087,9.36
1240,32.80291082,-83.17140684,65.0,2.497118709,8.94
1241,31.55162306,-83.85090513,126.0,2.331174838,10.06
1243,13.4443,144.7937,,0.6840081881,26.01
1244,19.60121157,-155.5210167,,0.5394519169,7.29
1245,21.45803166,-157.9712182,,0.5041271311,19.74
1246,22.03935037,-159.5966786,46.0,0.2452548518,15.08
1247,20.86399628,-156.5689097,173.0,0.3865662637,16.01
1250,43.4526575,-116.2415516,,0.7064518377,-2.01
1251,44.89333571,-116.4545247,16.0,2.0,-11.1
1252,42.67002716,-112.2233311,,1.119927267,-6.88
1253,42.28269683,-111.3289238,19.0,1.676963813,-9.89
1254,47.21754179,-116.6586851,44.0,1.638733706,-0.41
1255,43.2167288,-112.3978437,173.0,1.565327543,-12.97
1256,43.4085812,-113.9752658,32.0,0.449122807,-8.19
1257,43.98829931,-115.7309284,14.0,1.100628931,-6.31
1258,48.29996017,-116.6017932,197.0,1.941651883,-4.18
1259,43.38713372,-111.6161537,,0.8584547814,-5.16
1260,48.76684761,-116.4630179,69.0,2.889447236,-13.02
1261,43.72592209,-113.1735463,12.0,2.193784278,-7.76
1262,43.46665742,-114.8065892,2.0,1.117318436,-4.6
1263,43.61970148,-116.7095499,,1.039896298,-2.28
1264,42.77149116,-111.5597683,34.0,2.048192771,-7.0
1265,42.28347888,-113.6012409,56.0,1.015965167,-10.28
1266,44.28496071,-112.3505704,1.0,0.8547008547,-7.23
1267,46.67459924,-115.6622393,39.0,1.484018265,-2.01
1268,44.24186819,-114.2855494,9.0,1.293103448,-6.38
1269,43.3507101,-115.4701578,73.0,0.8227206131,-4.26
1270,42.18332217,-111.8149666,31.0,1.210464662,-2.11
1271,44.22800938,-111.4809943,30.0,1.252086811,-7.93
1272,44.06482372,-116.398376,85.0,2.018522916,-3.34
1273,42.96927962,-114.8108306,61.0,1.580720394,-4.96
1274,45.84721541,-115.4634436,58.0,1.639344262,-0.24
1275,43.82078483,-112.3131749,69.0,1.018600531,-12.23
1276,42.68891267,-114.2655033,68.0,0.9703196347,-3.3
1277,47.67282258,-116.7020872,,1.399201682,-3.94
1278,46.81587887,-116.7113698,55.0,0.7225433526,-3.03
1279,44.9438088,-113.9309747,28.0,1.623188406,-18.1
1280,46.23315327,-116.434146,30.0,2.202643172,-2.02
1281,43.0012336,-114.1358773,15.0,1.170960187,-11.79
1282,43.78141028,-111.6538474,56.0,0.4094764551,-12.99
1283,42.85518524,-113.6357257,68.0,1.438240271,-11.04
1284,46.32638236,-116.7500975,160.0,1.531833413,-1.79
1285,42.1949428,-112.5407838,12.0,1.27388535,-5.86
1286,42.58016894,-116.1693871,55.0,2.147598594,-6.84
1287,44.00545243,-116.7647695,92.0,1.399452388,-2.57
1288,42.69254894,-112.8395742,20.0,1.220256254,-11.81
1289,47.35364087,-115.8916749,80.0,2.596559559,-0.12
1290,43.75303583,-111.2056773,9.0,0.3084304318,-2.61
1291,42.35440512,-114.6685381,,1.098745304,-4.79
1293,44.76728382,-115.5676773,17.0,0.5524861878,-2.04
1294,44.45275475,-116.7847688,60.0,2.297970126,-1.56
1295,39.98815591,-91.18786813,,0.8318739054,4.44
1296,37.18049267,-89.32910838,16.0,1.038286827,4.1
1297,38.88829622,-89.43534887,31.0,0.5954667691,4.49
1298,42.32359279,-88.82345779,125.0,0.7260687732,2.57
1299,39.96209138,-90.75068024,17.0,0.6007067138,3.04
1300,41.40385234,-89.5283051,133.0,1.319706291,4.97
1301,39.16840183,-90.66330078,6.0,0.320855615,3.94
1302,42.06823429,-89.93395545,56.0,1.131770412,2.99
1303,39.96991073,-90.24734436,37.0,0.6705328017,3.5
1304,40.13919438,-88.20046615,,0.3669025326,2.81
1305,39.54581621,-89.27780482,117.0,0.916496945,2.03
1306,39.33425789,-87.78705622,54.0,0.930072339,2.73
1307,38.75388572,-88.48914513,75.0,1.286890872,2.29
1308,38.60704876,-89.42385254,118.0,0.8460600846,2.38
1309,39.51949084,-88.22358557,185.0,0.9928621263,1.19
1310,41.84144849,-87.81658794,,1.0106811,3.25
1311,39.0032229,-87.75954624,48.0,0.6232956759,1.78
1312,39.27432424,-88.2401158,39.0,0.9848484848,1.1
1313,40.17514519,-88.90959682,41.0,0.8015640274,3.3
1314,41.89373302,-88.76958483,,0.6598263615,3.37
1315,39.76768052,-88.21854195,61.0,0.7838601902,2.21
1316,41.85116968,-88.08642662,,0.6498689265,3.43
1317,39.6809186,-87.74759563,60.0,0.9339975093,1.92
1318,38.41353228,-88.05720863,29.0,1.383587786,1.8
1319,39.05935711,-88.58969584,146.0,1.152874289,3.09
1320,39.00072038,-89.02452658,101.0,1.191599811,3.46
1321,40.59706922,-88.22350769,70.0,1.303780965,0.78
1322,37.99189086,-88.92567818,180.0,1.195139765,3.75
1323,40.47289135,-90.20862357,138.0,1.106744727,5.39
1324,37.76430935,-88.22953869,20.0,1.105583195,4.04
1325,39.35907414,-90.388865,48.0,1.13960114,3.0
1326,41.28569601,-88.41905692,149.0,0.9419053037,4.84
1327,38.08163641,-88.53883373,32.0,1.217656012,3.75
1328,40.40423981,-91.16313899,51.0,0.9734682191,5.93
1329,37.51810645,-88.26873022,20.0,1.408450704,5.19
1330,40.81908672,-90.92491462,19.0,1.2574454,4.92
1331,41.3533994,-90.13296166,129.0,0.8277720739,4.99
1332,40.74717633,-87.82466784,130.0,1.497178395,0.95
1333,37.78595185,-89.38232563,138.0,0.7002943266,3.89
1334,39.01054275,-88.15437049,32.0,1.005972964,1.95
1335,38.29980057,-88.9240025,181.0,1.36346516,2.0
1336,39.08869046,-90.35393073,78.0,1.010362694,4.06
1337,42.36542373,-90.21094405,45.0,0.8886255924,2.88
1338,37.45939802,-88.88165419,42.0,0.7633587786,4.99
1339,41.93842729,-88.42861412,,0.7379595265,3.62
1340,41.13746989,-87.86205334,,1.062675606,3.88
1341,41.59081014,-88.42869583,170.0,0.4173315331,4.05
1342,40.93148779,-90.2133034,,1.51217969,6.09
1343,41.3442613,-88.88633881,,1.139160008,4.21
1344,42.3224907,-88.00367925,,0.7367932139,3.36
1345,38.71987914,-87.72884035,45.0,0.6740563212,1.88
1346,41.74583951,-89.29977132,90.0,0.796460177,4.08
1347,40.89188292,-88.55784752,142.0,1.101287421,3.88
1348,40.12581572,-89.36638784,97.0,0.7964529107,3.99
1349,39.86064913,-88.96342505,,0.9316058747,2.0
1350,39.26119767,-89.92424028,148.0,0.9428553227,2.15
1351,38.83042506,-89.90422563,,0.9860436893,3.61
1352,38.64963204,-88.91899208,,1.556228435,3.01
1353,41.0327901,-89.34510444,33.0,0.9660421546,4.8
1354,40.23917274,-89.91824452,66.0,1.413276231,5.67
1355,37.22078441,-88.71036614,72.0,1.581374918,3.99
1356,40.45674722,-90.67775541,108.0,1.224212197,5.98
1357,42.32451172,-88.45248227,,0.5341023852,2.83
1358,40.48996987,-88.84621113,,0.5238686666,3.38
1359,40.02742725,-89.80246001,25.0,0.5570409982,2.63
1360,41.20596782,-90.74290052,51.0,1.050247117,3.7
1361,38.27594376,-90.17761038,135.0,1.202458359,3.44
1362,39.23198845,-89.47809254,110.0,0.9206561768,3.13
1363,39.71654544,-90.20255104,134.0,1.119652406,3.01
1364,39.64187451,-88.62099969,51.0,1.050247117,3.0
1365,42.04165196,-89.32184679,138.0,0.80452399,3.37
1367,40.78702156,-89.76078901,,0.9679783227,4.83
1368,38.08510853,-89.36856219,98.0,1.096810297,2.99
1369,40.01360584,-88.59319339,23.0,0.4226387358,3.44
1370,39.62265059,-90.8877017,70.0,1.151884153,3.78
1371,37.41391284,-88.56152109,9.0,0.7240547064,4.89
1372,37.22631423,-89.13085001,24.0,1.186356896,3.77
1373,41.2013541,-89.2869272,11.0,0.7925072046,4.94
1374,38.05095369,-89.82512254,133.0,1.051965515,4.45
1375,38.71240969,-88.08475366,77.0,1.252236136,1.84
1376,41.46613806,-90.57042164,,1.23770155,4.94
1377,37.75332999,-88.54119706,105.0,1.033261169,4.06
1378,39.75836914,-89.65872023,,0.5788575957,3.43
1379,40.1571798,-90.61114163,17.0,0.6995884774,3.2
1380,39.6429169,-90.47814431,14.0,0.9192383454,3.13
1381,39.39133527,-88.80611122,81.0,1.080288077,4.16
1382,38.46996033,-89.93063427,,0.9873896595,3.34
1383,41.09309773,-89.79745866,39.0,2.092274678,2.58
1384,42.35129217,-89.662598,182.0,1.249742498,3.64
1385,40.50716185,-89.51404662,,1.120962215,4.99
1387,37.47119609,-89.25548938,67.0,1.000149276,4.97
1388,40.18417171,-87.73384359,,0.9123502492,3.21
1389,38.44272901,-87.84922065,30.0,0.6447453256,1.68
1390,40.84925021,-90.6147432,87.0,1.755093807,5.39
1391,38.35309213,-89.40982703,36.0,0.8895478132,3.66
1392,38.42955355,-88.42586459,92.0,1.418002466,1.97
1393,38.08706198,-88.17657461,54.0,1.014465527,2.84
1394,41.75509713,-89.91556058,,1.266153927,3.39
1395,41.44619267,-87.97862712,,0.78808484,3.62
1396,37.73033511,-88.92994027,,0.9604479728,4.51
1397,42.33641854,-89.16085327,,0.893237784,2.93
1398,40.78579374,-89.20973757,118.0,0.9548470626,4.59
1399,40.7457653,-84.93671406,119.0,1.407284768,1.1
1400,41.09194313,-85.06800636,,1.041339006,1.64
1401,39.20744865,-85.89558181,,1.032735776,1.95
1402,40.60626947,-87.31093999,27.0,0.8653513326,0.41
1403,40.47388153,-85.32499702,75.0,2.095557418,1.13
1404,40.0509304,-86.46841646,,1.161365626,0.14
1405,39.19605589,-86.22868909,63.0,2.148703956,1.86
1406,40.5807832,-86.56198812,73.0,1.502817783,2.47
1407,40.76135835,-86.34830753,180.0,1.311931985,2.4
1408,38.48015445,-85.70510334,,1.069097742,3.45
1409,39.39561833,-87.11723506,97.0,1.222124228,2.11
1410,40.30319754,-86.47277257,144.0,1.349007516,1.92
1411,38.28814402,-86.44518825,45.0,1.385135135,0.87
1412,38.70186039,-87.07185406,161.0,1.834651989,1.37
1413,41.39804622,-84.99906934,161.0,1.209071793,0.84
1414,39.14647946,-84.97333539,180.0,0.9367830742,1.46
1415,39.30712658,-85.50087166,153.0,1.841308298,-0.64
1416,40.22787247,-85.39732772,,1.645738529,0.12
1417,38.36597551,-86.8792417,172.0,1.186758276,2.08
1418,41.59761169,-85.85875695,,1.284501238,1.3
1419,39.63684962,-85.17797541,161.0,1.978596317,-1.08
1420,38.32117957,-85.90385377,,1.385124962,3.16
1421,40.12361933,-87.24217689,109.0,1.72056715,2.72
1422,39.4142482,-85.06062647,83.0,1.357466063,0.35
1423,41.0469907,-86.26252745,110.0,1.968856273,3.06
1424,38.30393723,-87.58054938,158.0,1.128962223,3.38
1425,40.51587228,-85.65468702,,1.844020456,1.34
1426,39.03630547,-86.96223202,151.0,1.726700972,1.41
1427,40.07306535,-86.05244729,,0.7495394779,1.04
1428,39.82304555,-85.77566351,,1.19906053,0.57
1429,38.19467379,-86.10948271,156.0,1.202389264,2.51
1430,39.76719009,-86.51037283,,1.285972773,1.06
1431,39.93029017,-85.39625719,,1.591257669,-1.26
1432,40.48527731,-86.11351892,,1.621640037,2.17
1433,40.82907273,-85.48822092,172.0,1.23225481,2.09
1434,38.9091582,-86.03851889,141.0,0.9439124487,2.2
1435,41.02078733,-87.11553319,161.0,1.493094438,4.96
1436,40.43781032,-85.00576229,86.0,1.503094607,0.84
1437,38.78576239,-85.43633383,176.0,1.622473577,1.06
1438,38.99588883,-85.62710784,119.0,1.489548129,1.36
1439,39.48994426,-86.10149107,,1.311773623,1.55
1440,38.68861576,-87.4194665,163.0,1.178550383,1.44
1441,41.24521668,-85.86312322,,1.105809961,1.55
1442,41.64232188,-85.42674232,114.0,1.632462687,0.74
1443,41.54366008,-86.74072188,,1.260000648,2.94
1444,41.41874274,-87.38277575,,1.499582805,3.39
1445,38.84112637,-86.48361629,,1.995012469,1.84
1446,40.16143691,-85.71964711,,1.764108969,0.33
1447,39.78163624,-86.13826325,,1.211303971,1.35
1448,41.32467367,-86.26185087,,1.501895596,2.81
1449,38.7099921,-86.80373186,30.0,1.184834123,1.71
1450,40.76940965,-86.04525048,172.0,1.618398637,2.53
1451,39.16130004,-86.52414358,,0.9100674345,1.51
1452,40.04034823,-86.89335024,169.0,1.411509229,0.05
1453,39.47899078,-86.44573375,,1.555438781,1.68
1454,40.95610449,-87.39635768,74.0,2.450331126,4.95
1455,41.39672484,-85.41966713,170.0,1.095247409,1.12
1456,38.955305,-84.96515993,27.0,1.114369501,1.7
1457,38.5411892,-86.49523093,104.0,1.800384548,1.67
1458,39.31145587,-86.83900724,135.0,1.990197535,1.09
1459,39.77202286,-87.20375833,57.0,1.250902093,2.3
1460,38.07809328,-86.63741946,72.0,1.271635465,2.12
1461,38.40112197,-87.23574907,53.0,1.215038973,3.28
1462,41.45986947,-87.06848888,,1.306269226,3.2
1463,38.02097333,-87.86480429,61.0,0.8024204157,3.02
1464,41.04166107,-86.69890683,91.0,2.623990773,3.28
1465,39.66437981,-86.84517605,135.0,1.234909225,2.03
1466,40.15734772,-85.01139319,159.0,2.346863469,-2.4
1467,39.10235626,-85.26212744,160.0,1.477529243,0.51
1468,39.62002287,-85.4655599,60.0,1.008374637,-0.82
1469,38.68672078,-85.74627859,116.0,1.224666739,2.35
1470,39.52305623,-85.7915857,187.0,1.130149471,1.09
1471,38.01519732,-87.0079644,62.0,1.045883941,2.77
1472,41.61756781,-86.29040834,,1.137232532,1.4
1473,41.27890281,-86.64686895,110.0,2.010233918,2.96
1474,41.64423868,-85.00101094,124.0,1.111409877,-0.09
1475,39.08952258,-87.41414469,79.0,1.281011837,1.74
1476,38.82767338,-85.03022429,31.0,0.8133230054,0.88
1477,40.38872739,-86.89413959,,0.7583178517,3.24
1478,40.31123252,-86.05234925,91.0,2.324393359,0.48
1480,39.62550777,-84.92497066,30.0,1.006564551,-0.97
1481,38.02658833,-87.58763124,,0.982056611,3.41
1482,39.8523352,-87.46160542,82.0,1.716917923,2.36
1483,39.42944561,-87.39169027,,1.280883692,2.8
1484,40.84704239,-85.79328272,167.0,1.651412654,1.79
1485,40.34728141,-87.35602659,30.0,1.280409731,3.94
1486,38.08922676,-87.2716085,,1.052412646,2.55
1487,38.60219804,-86.1049363,101.0,1.3434329,1.81
1488,39.8633444,-85.01044989,,1.573103023,-2.2
1489,40.72934187,-85.22132966,143.0,1.935833221,1.09
1490,40.74911165,-86.86492015,100.0,1.214374226,3.88
1491,41.13863784,-85.50791236,89.0,0.7909401402,1.81
1492,41.33075609,-94.47105874,52.0,2.906651761,3.19
1493,41.02903567,-94.69932645,14.0,1.51187905,6.14
1494,43.28383218,-91.37860922,65.0,2.029981262,5.62
1495,40.74324454,-92.86865906,79.0,2.340047393,6.1
1496,41.6844628,-94.90581859,23.0,1.780185759,6.9
1497,42.08011739,-92.06463573,82.0,1.152980877,4.23
1498,42.4704581,-92.30524729,,1.348214984,5.94
1499,42.03657094,-93.9313999,67.0,1.042963885,6.64
1500,42.77461496,-92.31795937,86.0,1.36486272,5.41
1501,42.4709188,-91.83510825,66.0,1.213458356,4.93
1502,42.73545875,-95.15100162,65.0,0.9487666034,4.31
1503,42.73172833,-92.79015971,61.0,1.618895966,5.95
1504,42.38521079,-94.64046046,26.0,0.8606421715,5.06
1505,42.03617207,-94.86032705,82.0,1.461675579,5.84
1506,41.33149454,-94.92792482,86.0,2.637227844,6.46
1507,41.77233777,-91.13246684,45.0,0.9083568833,4.21
1508,43.08177563,-93.2612239,180.0,1.42675967,3.57
1509,42.73538914,-95.62389402,73.0,2.076222981,4.68
1510,43.06001295,-92.31773347,37.0,1.183621241,4.98
1511,41.02868181,-93.78499767,42.0,1.590909091,6.94
1512,43.08247182,-95.15096481,52.0,1.097277907,4.05
1513,42.84443388,-91.34133693,79.0,1.985423473,4.44
1514,41.89981633,-90.53275096,167.0,1.220938734,3.79
1515,42.03718237,-95.3819718,57.0,1.147805075,6.0
1516,41.68560356,-94.04127625,155.0,0.5846629701,6.85
1517,40.74773536,-92.41005468,35.0,1.955307263,7.42
1518,40.73742757,-93.78645949,28.0,1.545253863,4.08
1519,42.47104597,-91.3664492,71.0,1.509995746,2.61
1520,40.92012606,-91.18326592,158.0,1.437801438,5.72
1521,43.37787725,-95.1510206,77.0,1.658053402,4.82
1522,42.46815349,-90.88181925,,1.064596436,3.86
1523,43.37782951,-94.67858943,55.0,2.082544491,4.03
1524,42.86271799,-91.8441231,86.0,1.765188834,4.5
1525,43.0600053,-92.78940097,69.0,1.665057915,4.32
1526,42.73270384,-93.26256925,48.0,1.6563147,4.9
1527,40.7454272,-95.60129045,29.0,1.801242236,8.12
1528,42.03614551,-94.39658081,28.0,1.385452746,5.09
1529,42.40183723,-92.78829551,49.0,1.636606546,5.47
1530,41.68378965,-94.50111014,48.0,1.755669349,5.38
1531,42.38382428,-93.70197703,86.0,2.18384967,6.01
1532,43.08178477,-93.73454884,51.0,1.577482215,3.9
1533,42.38353877,-93.23654611,69.0,1.385264003,6.02
1534,41.68330137,-95.81558439,101.0,2.664907652,5.84
1535,40.98767962,-91.54436349,82.0,1.278453383,6.01
1536,43.35671042,-92.31702714,37.0,1.616426387,3.38
1537,42.7764426,-94.20722537,42.0,1.386138614,3.98
1538,42.38696136,-95.51355387,51.0,2.451923077,5.78
1539,41.68630265,-92.0643373,53.0,1.240346361,5.35
1540,42.17178824,-90.57354837,73.0,1.336262127,3.66
1541,41.68576082,-93.05567785,122.0,1.190941039,6.06
1542,41.03192394,-91.94849466,58.0,1.351666278,6.1
1543,41.67169354,-91.58754744,171.0,0.3877023534,4.98
1544,42.12118609,-91.13139641,82.0,1.286072773,3.38
1545,41.33649833,-92.1785067,54.0,2.209492635,9.25
1546,43.20405458,-94.20691791,96.0,2.232039061,5.09
1547,40.64181461,-91.48183025,148.0,1.635720601,6.18
1548,42.07923082,-91.59809485,,1.024422484,3.78
1549,41.21842119,-91.26102611,66.0,2.265705458,6.28
1550,41.02958964,-93.32780803,33.0,1.548568747,6.05
1551,43.38107862,-96.20926845,55.0,1.766784452,4.15
1552,41.33081904,-94.01554631,45.0,1.240352811,3.59
1553,41.33521503,-92.64083907,93.0,1.632724719,9.09
1554,41.33445101,-93.09934783,132.0,1.50667732,7.1
1555,42.03586837,-92.9990819,128.0,1.148600144,5.81
1556,41.03299766,-95.61920963,46.0,1.162496841,7.99
1557,43.35638371,-92.78887719,50.0,1.793400287,3.11
1558,42.05220391,-95.95743843,53.0,2.59422418,4.63
1559,41.02988815,-92.8690667,52.0,2.406293383,5.14
1560,41.03018714,-95.15642896,58.0,2.278083268,6.65
1561,41.48370744,-91.1121697,139.0,1.249101366,5.58
1562,43.08310673,-95.62474482,73.0,1.9055077,5.12
1563,43.37824276,-95.62422844,23.0,1.493506494,4.31
1564,40.7393172,-95.1497813,54.0,1.42668428,6.83
1565,43.08193849,-94.67824621,40.0,1.689189189,4.52
1566,42.737633,-96.21366621,110.0,1.573001573,6.01
1567,42.73420133,-94.67862564,30.0,1.57480315,5.06
1568,41.68679484,-93.57767461,,0.8197849699,7.13
1569,41.33640314,-95.53907776,,1.258270962,6.43
1570,41.68625425,-92.53155731,65.0,1.429199648,7.1
